ReviewID,UserID,content,time,vote
53290189,76561198152769895,"Really Great game. If you really pay attention to the story and following along its actually really detailed and entertaining to follow along with. The game is more fun played with friends, but is also enjoyable in a lone wolf experiences. You can design and build some pretty good base. But for warning it is a survival game, so if you wanna make something cool you need to be okay with grind for certain resources.  If you choose to explore the map you can find some unique locations and gain good items. I overall recommended the game anyone who enjoys base build, survival games, with a horror twist and like to follow along with clues to put the story together.",1562127613,upvote
63230587,76561198065250640,"Pretty good game. I just wish they had objectives to keep the game flowing and also rewards for achieving those objectives. A very good start, but no yet finished.",1581266802,upvote
129884326,76561199172660727,yes,1672605205,upvote
131432229,76561199104273905,Plane go brrrr,1674518342,upvote
179847614,76561199561882651,Really nice game.,1732626988,upvote
84308948,76561199078951983,good,1610133513,upvote
141704708,76561199196935436,yeeeeeeeeeees,1688929854,upvote
70357032,76561198180430674,"is good
",1591398263,upvote
118603595,76561198837423568,"amazing game
",1657500253,upvote
85741106,76561198999280692,its a fun game to play with the boy,1612161209,upvote
133134682,76561198103891482,NICE,1676762245,upvote
112356162,76561198815378696,this game is good,1647529946,upvote
42613236,76561198445585595,"每邦每?〞?每a每米 〞?每?〞?每?〞角每米每羽 每﹊每≡〞?〞? 〞豕 每ㄓ每?每㊣每﹢每≒每﹊每a 每米每≡每?, 每?每?〞?每?每o〞谷 〞芍〞?每? 每?每次 每÷每﹢每﹉每﹢每a〞?〞豕 每÷每a每﹢〞?〞?每次〞?每o 每?每﹢〞?每次每米每o. 每迆〞? 每?每㊣〞a每﹢每a每﹊〞?〞? 每次每米〞?每÷每?每a〞?每÷每? 每o每米〞?〞豕〞邦每米每≒ 每o〞? 〞?〞?每﹢每a每﹊ 〞?每?〞?每?〞角每﹊每o每﹊ 每ㄓ〞?〞谷每﹉〞?〞豕每o每﹊. 每迆每次每?每≡每? 〞?〞?每米每㊣每﹢, 每o每次每?每≡每? 每?〞?每a每﹊〞芍每次〞?〞? 〞?〞? 每﹊每≡〞? 每﹊, 〞?每﹢每o每?每米 每≡每a每﹢每≒每次每?每米, 每次每﹢〞?〞?每?〞豕〞a每﹢〞豕 每ㄓ〞?〞谷每?每㊣每﹢. 每? 每?〞?每﹊每≡每a每﹢〞?每﹊每a 每米每≡每? 每≒ 每o每?每羽 每ㄓ每?每o 每ㄓ每a〞豕 每≒每米〞芍每米〞?每﹊每次每÷每﹊ 〞?〞? lan. 每?每次 〞?每÷每﹢每﹉每﹢每a, 〞芍〞?每? 每?〞?每﹊每ㄓ每米〞?, 每?每?〞?〞?每?每o〞谷 〞豕 〞? 每次每米〞?每米〞?每?每米每次每﹊每米每o 每?每?每﹊每ㄓ每﹢每a 每≒〞?〞?〞?每米〞芍每﹊ 〞? 每次每﹊每o 每≒ 〞?每米每﹢每a〞?每次每?每羽 每?每﹊每﹉每次每﹊. 每?每?每≡每ㄓ每﹢ 每?每次 每?〞?每﹊每米〞?每﹢每a 每÷每? 每o每次每米 每ㄓ每?每o每?每羽, 每?每次 〞?每?每a每÷每次〞谷每a 每o每米每次〞豕 每÷ 〞?〞?每米每次每米 每﹊ 每次每﹢〞芍每﹢每a 每?每?每÷〞谷〞?〞?每≒每﹢〞?〞? 每o每?每米 〞谷〞?每?, 〞豕 每?每?〞芍〞谷每≒〞?〞?每≒每?每≒每﹢每a, 每÷每﹢每÷ 每米每≡每? 〞?每≒每米〞?每ㄓ〞?每羽 〞芍每a每米每次 每≒〞?每米每﹉每﹢每a〞?〞豕 每≒ 每o每?〞谷 每次每?每≡〞谷. 每? 〞谷每ㄓ每﹢〞?每﹊每a 每米每≡每?, 每?每次 每﹉每﹢每?每a每﹢每÷每﹢每a 〞谷每㊣每米每?每﹢每a. 每?每÷每﹢每﹉〞?每≒每﹢每米〞?〞?〞豕, 每?每次 每㊣〞?每a 每≡每米每羽.",1528580585,upvote
24237975,76561198149808367,"Love it, even for an Alpha, you'll have alot of fun. If Survival games are your type of games, without a doubt, get this game. Minecraft for adults is The Forest.",1468177005,upvote
120250714,76561199148153609,"this is waaaay better then green hell more combat cooler shit 10/10
",1659918895,upvote
183863559,76561199496393208,"This is great game,I never played beter open world survival game.",1735294966,upvote
53973179,76561198323229874,tassak,1562620357,upvote
17176635,76561198115213501,"horrible so scary my 19 year old brother couldnt sleep without a night light
",1437590424,downvote
96741460,76561198006178263,Will you be my new daddy?,1627811082,upvote
87554513,76561198255136959,such amazing,1614446057,upvote
122149322,76561199068505607,fun ig,1663003108,upvote
105792758,76561199191535875,really good game but you need people to play with,1639443133,upvote
16270101,76561198013135021,Awesome game for just an alpha version! It's a must play game!,1433819663,upvote
140941314,76561199226411993,game was super fun. i got to pretend to be a colonist and kill all the natives while i thrived on this foreign lands.,1688088675,upvote
59449275,76561198061018680,"fun, but pretty freaky <3
",1575753100,upvote
133760765,76561199445283864,"good you can kill cannibals
",1677528965,upvote
129748090,76561199079786404,this shit is ass my nigga,1672461733,downvote
115880492,76561199188922604,yes,1653278639,upvote
113470044,76561199260530715,fun with friends,1649327527,upvote
10414302,76561198111764839,"this game is really cool 
it yet has some things it needs to improve on and need to work on such as glitches and 
invatory, traps, and more storage.
",1402382838,upvote
43687255,76561198107813889,Great and fun. Only if the story could be longer...,1532292325,upvote
81635299,76561198806211764,small tit cannibal much good hit,1607143445,upvote
112394388,76561199096918488,shit game,1647584008,downvote
160686782,76561199477424644,"So fun, can be a bit creepy though. Otherwise, would play",1710610150,upvote
47538982,76561198061721703,"The story for this game is absolutely phenomenal... Yea the base building is fun and all with friends, but when you really started getting immeresed in the story you can see how much detail the developers put into it!",1544857530,upvote
94244420,76561199113857780,goofy,1624494474,upvote
133501531,76561198439169680,One of my favorite games. Canibals eat you you eat canibals but your not canibal. And the glitches are the best part.,1677253458,upvote
83669993,76561199014844207,"bruh
",1609439171,upvote
52877122,76561198166050511,I like this game and is pretty good made,1561992032,upvote
30515785,76561198373312540,this game doen not work for my computer like it used to i have a lenovo computer and it used to work but now it dosnt i am mad because i wasted money for this game and it dorsnt even WORK if u now how to fix this pls msg me,1489530838,downvote
17588746,76561198030805353,"I wouldn't know if this were a game or a screensaver, it runs so poorly on my system I've never actually been able to play it.  And its been some time since I first got it and I keep hearing about performance focused updates but it still runs like crap and I've never been able to really play it. I have about 11 hours of watching loading screens, and Steam refuses to refund me for it.",1439843414,downvote
43551823,76561198080227827,"Great game, nothing more to say.",1531683231,upvote
115753026,76561199085176400,so good!,1653080404,upvote
99973884,76561199147946330,"This is a great game to play with friends, it's more fun with friends than solo. decently large map, plentiful to do. It can sometimes feel repetitive and annoying but usually that feeling goes away when the strange AI of the enemies kick in and gives you a good laugh.

Theres a passive mode in this game where there are no enemies so if you want to just explore and build, this game has that feature too!",1632632795,upvote
87214409,76561199038681189,pizdos)),1613982141,upvote
71783114,76561197971372268,"I loved this game. Still (imho) the best survival game I have played. Scary and fun! Highly recommended.

I've updated the review since my initial review--still the best survival/crafting game I have played. I finished it a while back and actually miss it. I even had a few jump scares!",1593581351,upvote
120716001,76561198977905605,Green Hell is better then this. Play fortnite instead of this game.,1660635910,downvote
12984530,76561198035154976,Very nice game even with the fact that is a Alpha on development its a very nice game and its becoming better and better now with the chance to play online,1416250378,upvote
184164425,76561199105332216,I played this game and i fell in love beacause naked women chases me 10/10 game,1735514191,upvote
77241327,76561198278323416,this games great,1602177846,upvote
14599835,76561198141860890,"I pee myself out of fear everytime i start playing this game.
Muster up enough courage to play again and get eaten by shark! AWESOME",1424633108,upvote
104484659,76561199125950132,Good solid game runs smoothly and is fun to play with friends,1638080931,upvote
125103575,76561198296113929,"As I first spawned into this lovely and beautiful game, I've learned multiple things along the way, to not trust people (including your own friends) for they will betray you just for the last piece of dried leg, friendships has been lost along the way, and multiple hardships has been experienced. Do I recommend this game? 100% if you love treachery and the suffering of others. For my money, this is not worth it. (10/10 tho)",1667832247,upvote
87179495,76561199094015044,i loved everything,1613931206,upvote
40125803,76561198211681908,"HEY,
YOU SHOULD START TO LOOKING FOR OUR TIMMY, YOU PIECE OF SH*T !!!!!!!!!!",1518787075,upvote
HORHOR???",1698764294,upvote,,
21405040,76561198028094322,"The Forest is probably the most stable, playable, and fun survival game out on steam right now. Since i'm too much of a pussy to play singleplayer, I only play multiplayer, but let me tell you, multiplayer is the way this game should be played. When the game receives a full story, i will attempt to play singleplayer, but until then I will stick with multiplayer and shit my pants with other people, instead of shitting my pants alone.

You can also cook and eat severed limbs and heads from enemy cannibals, which makes this game an 8/10 for me.",1456233344,upvote
64365638,76561198093778357,Yeah worth every dollar. Good story.,1583080147,upvote
153329592,76561199512170341,this game is full of surprises and you never see whats next. (gyatt),1702242799,upvote
68155447,76561198043480709,its fun,1588045718,upvote
123195502,76561197974272346,Its like the show "Lost" meets a semi-realistic Minecraft experience.,1664685348,upvote
140381142,76561199101504308,"The Forest is a thrilling survival horror experience with stunning visuals, intense gameplay, and a chilling atmosphere. It keeps you on the edge of your seat from start to finish.",1687258788,upvote
184693638,76561199606881965,"very fun with friends
",1735951543,upvote
86842432,76561198272089223,"Singleplayer is good, but multiplayer virtually impossible to play. Game has a glitch that keeps kicking players off. No updates since the end of 2019 and apparently no plans to update or to correct problems. I purchased this game to play in multiplayer with family and friends, so I am not inclined to buy their next version because of the lack of support from Endnight or Steam.",1613523611,downvote
66875777,76561198036662451,"Played last in 2017, now reinstalling. Great game, super suspenseful and terrifying. Would recommend",1586335587,upvote
39285956,76561198276773046,Great multiplayer and graphics for the money.,1515777677,upvote
49216414,76561198059129262,6＆?10?＊,1551032135,upvote
18707519,76561198157317804,the game wont start for me i got a "2015-10-27_202538" next to game executable what does that mean? please fix this,1445931348,upvote
114037314,76561198940160615,: ),1650242418,upvote
34440199,76561198202358180,tfw u waited for acheivement to come out but u still can't play it because national exams.,1503500420,upvote
115066220,76561198800534427,"One of the best games I've ever played. The crafting system is fun & easy to get used to. You can build houses, boats, traps, etc. to help you survive against the cannibals & mutants of the peninsula. Exploring the map & learning more about the peninsula & what happened to you is fun. You can play this game with friends or randoms (playing with friends is (obviously) better, but randoms can be good to goof off with or even play through the game with if the right people join).",1651884636,upvote
11190353,76561198082318982,"dont get it yet. its still full of glitches, and major game downers like a glitch i have where whenever i walk up to a tree, it dissapears from me so i cant see it and then cant cut it down, so i cant really play...dont get it yet, but definately get it wen its done",1405118806,downvote
121537546,76561198907650517,it is not scary,1661971805,upvote
88980224,76561198343397548,fun,1616555976,upvote
126485723,76561199085740735,absolutely brilliant game. the survival aspect was impeccable. the story line was amazing. me and my friends had a blast building forts and treeforts and all that they had to offer creation wise. i cant wait for "Sons of Forest" to come out.,1669246434,upvote
127553779,76561198814674347,Minecraft but Better graphics,1669734059,upvote
71865256,76561198025216976,"To survive in this game you must eat berries, mushrooms, deer, rabbits, boars and/or humans.",1593681414,upvote
159688301,76561199404821418,",n zdgf\sga\new\nesnf",1709388254,upvote
57267500,76561198839949821,"Yes! Must play game! I mean, must be with friends to play together! However this game still not without flaw, for instance when you chasing deer it will disappear in the blink of an eye very often. The host also suffer latency issue when other members are delve into the deeper cave. Many frame rate lost issue during venturing the cave. I hope the developer notice this.",1573889597,upvote
71676786,76561198999678759,The first game I ever played once I built my PC. I picked a good one!,1593458827,upvote
68979475,76561198422060904,"great game,especially fun playing with friends,definitely would recommend!",1589236308,upvote
94425818,76561198844703287,SOOOO GOOOODDDDD OM;,1624724997,upvote
122815386,76561199223689440,ntftrdftyghdfhytfhgyikj,1664118398,upvote
124582124,76561198207746773,Yeah. I'm in the forest. Is there cannibals. Yes there is. Yeah I scare him. Now I live in the forest.,1667039113,upvote
112721448,76561198078877370,Yes,1648078442,upvote
150398483,76561199066003213,"8/10
nice game",1700360671,upvote
141545184,76561198390488977,Challenging survival game fun with friends and very intriguing story line,1688757633,upvote
93282725,76561199164123518,completed,1622968857,upvote
174815768,76561199685680794,"The Forest PC game: where you build a fancy base, start a fire, and then promptly get killed by a cannibal in a loincloth while thinking, 'I'm a functioning member of society... in real life, I can barely keep a houseplant alive",1726166703,downvote
90500709,76561198231772572,I made a Sled Coaster across the entire map. So I guess its good,1618718114,upvote
77528526,76561198045210547,good,1602643858,upvote
120285840,76561199217316083,This game is very good quality and the sound effects are amazing too i recommend you to try this game out.,1659977193,upvote
77307493,76561198272849136,"Fun survival/atmospheric horror game, and it has a decent story as well. I had a good time playing it. Great with multiplayer.",1602283904,upvote
74975893,76561198043811178,"good game, best played with friends",1598484151,upvote
84777555,76561199059598401,One of the best survival games out there. Check it out for yourself!,1610788885,upvote
",1733520055,upvote
182076004,76561199742905298,very good and big canibal tatas",,,,
63134187,76561198400370090,Good Game... Should Play... EPIC!,1581130416,upvote
10300986,76561197993687582,"Good game, Lots of atmosphere, But Be warned really is early EARLY Alpha! Cant save at mo, lots of other little bugs ( not forest bugs that are meant to be there ;) But still really is lots of potential, Is great fun to play, But really wait for the save function to be fixed.",1401553856,upvote
183476505,76561199372728317,"Very cool ngl. Sometimes cannibals can overwhelm you, but it's well built. Also suitcases WILL jumpscare you.",1734960071,upvote
17664563,76561197971265022,"Was pretty barebones at first, but its getting better and better thanks to the feedback of the community and dedication of the developers.

If you liked playing in Creative Mode in Minecraft...you'll hate this game.  Its hardcore survival, through and through!",1440266248,upvote
33779086,76561198051433653,"There are some bugs but that's what makes this game great. I highly recommend playing with friends as it makes the experience far more fun.

I recommend this to anyone who like survival games and might be on the fence about this purchase. It's a little difficult but easy enough to pick up and go. It definitely presents a challenge.",1500955599,upvote
?辰?Just press ???A????辰?Easy,,,,
